ARRAY_CODE,INTERNAL_CODE,POPULATION_CODE,Deparment,Status
9902958120_R02C01,Qeros10,Qeros,Cusco,Native American
9902958120_R03C01,Qeros11,Qeros,Cusco,Native American
9902958120_R04C01,Qeros12,Qeros,Cusco,Native American
9903193035_R02C01,Qeros2,Qeros,Cusco,Native American
9903193035_R03C01,Qeros3,Qeros,Cusco,Native American
9903193035_R04C01,Qeros4,Qeros,Cusco,Native American
9903193035_R05C01,Qeros5,Qeros,Cusco,Native American
9903193035_R06C01,Qeros6,Qeros,Cusco,Native American
9903193035_R07C01,Qeros7,Qeros,Cusco,Native American
9903193035_R08C01,Qeros8,Qeros,Cusco,Native American
9902958120_R01C01,Qeros9,Qeros,Cusco,Native American
202158170040_R01C01,Shipibo1,Shipibo_INS,Ucayali,Native American
202158170038_R02C01,Shipibo10,Shipibo_INS,Ucayali,Native American
202158170038_R03C01,Shipibo11,Shipibo_INS,Ucayali,Native American
202158170038_R04C01,Shipibo12,Shipibo_INS,Ucayali,Native American
202158170038_R05C01,Shipibo13,Shipibo_INS,Ucayali,Native American
202158170038_R06C01,Shipibo14,Shipibo_INS,Ucayali,Native American
202158170038_R07C01,Shipibo15,Shipibo_INS,Ucayali,Native American
202158170038_R08C01,Shipibo16,Shipibo_INS,Ucayali,Native American
202158170040_R02C01,Shipibo2,Shipibo_INS,Ucayali,Native American
202158170040_R03C01,Shipibo3,Shipibo_INS,Ucayali,Native American
202158170040_R04C01,Shipibo4,Shipibo_INS,Ucayali,Native American
202158170040_R05C01,Shipibo5,Shipibo_INS,Ucayali,Native American
202158170040_R06C01,Shipibo6,Shipibo_INS,Ucayali,Native American
202158170040_R07C01,Shipibo7,Shipibo_INS,Ucayali,Native American
202158170040_R08C01,Shipibo8,Shipibo_INS,Ucayali,Native American
202158170038_R01C01,Shipibo9,Shipibo_INS,Ucayali,Native American
201125410031_R01C01,Tacna1,Tacna,Tacna,Admixed
201125410057_R02C01,Tacna10,Tacna,Tacna,Admixed
201125410057_R03C01,Tacna11,Tacna,Tacna,Admixed
201125410057_R04C01,Tacna12,Tacna,Tacna,Admixed
201125410057_R05C01,Tacna13,Tacna,Tacna,Admixed
201125410057_R06C01,Tacna14,Tacna,Tacna,Admixed
201125410057_R07C01,Tacna15,Tacna,Tacna,Admixed
201125410057_R08C01,Tacna16,Tacna,Tacna,Admixed
202203770033_R01C01,Tacna17,Tacna,Tacna,Admixed
202158170028_R02C01,Tacna18,Tacna,Tacna,Admixed
202158170028_R03C01,Tacna19,Tacna,Tacna,Admixed
201125410031_R02C01,Tacna2,Tacna,Tacna,Admixed
202158170028_R04C01,Tacna20,Tacna,Tacna,Admixed
202158170028_R05C01,Tacna21,Tacna,Tacna,Admixed
202158170028_R06C01,Tacna22,Tacna,Tacna,Admixed
202158170028_R07C01,Tacna23,Tacna,Tacna,Admixed
202158170028_R08C01,Tacna24,Tacna,Tacna,Admixed
202114830064_R01C01,Tacna25,Tacna,Tacna,Admixed
202114830064_R02C01,Tacna26,Tacna,Tacna,Admixed
202114830064_R03C01,Tacna27,Tacna,Tacna,Admixed
202114830064_R04C01,Tacna28,Tacna,Tacna,Admixed
202114830064_R05C01,Tacna29,Tacna,Tacna,Admixed
201125410031_R03C01,Tacna3,Tacna,Tacna,Admixed
202114830064_R06C01,Tacna30,Tacna,Tacna,Admixed
202114830064_R07C01,Tacna31,Tacna,Tacna,Admixed
201125410031_R04C01,Tacna4,Tacna,Tacna,Admixed
201125410031_R05C01,Tacna5,Tacna,Tacna,Admixed
201125410031_R06C01,Tacna6,Tacna,Tacna,Admixed
201125410031_R07C01,Tacna7,Tacna,Tacna,Admixed
201125410031_R08C01,Tacna8,Tacna,Tacna,Admixed
201125410057_R01C01,Tacna9,Tacna,Tacna,Admixed
201233790034_R01C01,Tallanes1,Tallanes,Piura,Native American
201233790008_R02C01,Tallanes10,Tallanes,Piura,Native American
201233790008_R03C01,Tallanes11,Tallanes,Piura,Native American
201233790008_R04C01,Tallanes12,Tallanes,Piura,Native American
201233790008_R05C01,Tallanes13,Tallanes,Piura,Native American
201233790008_R06C01,Tallanes14,Tallanes,Piura,Native American
201233790008_R07C01,Tallanes15,Tallanes,Piura,Native American
201233790008_R08C01,Tallanes16,Tallanes,Piura,Native American
202158170012_R01C01,Tallanes17,Tallanes,Piura,Native American
202158170012_R02C01,Tallanes18,Tallanes,Piura,Native American
202158170012_R03C01,Tallanes19,Tallanes,Piura,Native American
201233790034_R02C01,Tallanes2,Tallanes,Piura,Native American
202158170012_R04C01,Tallanes20,Tallanes,Piura,Native American
202158170012_R05C01,Tallanes21,Tallanes,Piura,Native American
202158170012_R06C01,Tallanes22,Tallanes,Piura,Native American
202158170012_R07C01,Tallanes23,Tallanes,Piura,Native American
202158170059_R08C01,Tallanes24,Tallanes,Piura,Native American
202114830056_R03C01,Tallanes25,Tallanes,Piura,Native American
202114830056_R04C01,Tallanes26,Tallanes,Piura,Native American
202114830056_R05C01,Tallanes27,Tallanes,Piura,Native American
202114830056_R06C01,Tallanes28,Tallanes,Piura,Native American
202114830056_R07C01,Tallanes29,Tallanes,Piura,Native American
201233790034_R03C01,Tallanes3,Tallanes,Piura,Native American
202114830056_R08C01,Tallanes30,Tallanes,Piura,Native American
202203770008_R01C01,Tallanes31,Tallanes,Piura,Native American
202203770008_R02C01,Tallanes32,Tallanes,Piura,Native American
202203770008_R03C01,Tallanes33,Tallanes,Piura,Native American
202203770008_R04C01,Tallanes34,Tallanes,Piura,Native American
202203770008_R05C01,Tallanes35,Tallanes,Piura,Native American
202203770008_R06C01,Tallanes36,Tallanes,Piura,Native American
202203770008_R07C01,Tallanes37,Tallanes,Piura,Native American
202203770008_R08C01,Tallanes38,Tallanes,Piura,Native American
202203770032_R01C01,Tallanes39,Tallanes,Piura,Native American
201233790034_R04C01,Tallanes4,Tallanes,Piura,Native American
202203770032_R02C01,Tallanes40,Tallanes,Piura,Native American
201233790034_R05C01,Tallanes5,Tallanes,Piura,Native American
201233790034_R06C01,Tallanes6,Tallanes,Piura,Native American
201233790034_R07C01,Tallanes7,Tallanes,Piura,Native American
201233790034_R08C01,Tallanes8,Tallanes,Piura,Native American
201233790008_R01C01,Tallanes9,Tallanes,Piura,Native American
9902958120_R07C01,Trujillo1,Trujillo,La Libertad,Admixed
9903193028_R02C01,Trujillo10,Trujillo,La Libertad,Admixed
9903193028_R03C01,Trujillo11,Trujillo,La Libertad,Admixed
9903193028_R04C01,Trujillo12,Trujillo,La Libertad,Admixed
9903193028_R05C01,Trujillo13,Trujillo,La Libertad,Admixed
9903193028_R06C01,Trujillo14,Trujillo,La Libertad,Admixed
9903193028_R07C01,Trujillo15,Trujillo,La Libertad,Admixed
9903193028_R08C01,Trujillo16,Trujillo,La Libertad,Admixed
202203770007_R04C01,Trujillo17,Trujillo,La Libertad,Admixed
202203770007_R05C01,Trujillo18,Trujillo,La Libertad,Admixed
202203770007_R06C01,Trujillo19,Trujillo,La Libertad,Admixed
9512704011_R01C01,Trujillo2,Trujillo,La Libertad,Admixed
202203770007_R07C01,Trujillo20,Trujillo,La Libertad,Admixed
202203770007_R08C01,Trujillo21,Trujillo,La Libertad,Admixed
202203770009_R01C01,Trujillo22,Trujillo,La Libertad,Admixed
202203770009_R02C01,Trujillo23,Trujillo,La Libertad,Admixed
202203770009_R03C01,Trujillo24,Trujillo,La Libertad,Admixed
202203770009_R04C01,Trujillo25,Trujillo,La Libertad,Admixed
202203770009_R05C01,Trujillo26,Trujillo,La Libertad,Admixed
202203770009_R06C01,Trujillo27,Trujillo,La Libertad,Admixed
202203770009_R07C01,Trujillo28,Trujillo,La Libertad,Admixed
202203770009_R08C01,Trujillo29,Trujillo,La Libertad,Admixed
9512704011_R02C01,Trujillo3,Trujillo,La Libertad,Admixed
202158170034_R01C01,Trujillo30,Trujillo,La Libertad,Admixed
9512704011_R03C01,Trujillo4,Trujillo,La Libertad,Admixed
9512704011_R04C01,Trujillo5,Trujillo,La Libertad,Admixed
9512704011_R05C01,Trujillo6,Trujillo,La Libertad,Admixed
9512704011_R06C01,Trujillo7,Trujillo,La Libertad,Admixed
9512704011_R07C01,Trujillo8,Trujillo,La Libertad,Admixed
9512704011_R08C01,Trujillo9,Trujillo,La Libertad,Admixed
202203770033_R02C01,Tumbes1,Tumbes,Tumbes,Admixed
202203770030_R03C01,Tumbes10,Tumbes,Tumbes,Admixed
202203770030_R04C01,Tumbes11,Tumbes,Tumbes,Admixed
202203770030_R05C01,Tumbes12,Tumbes,Tumbes,Admixed
202203770011_R01C01,Tumbes13,Tumbes,Tumbes,Admixed
202203770011_R02C01,Tumbes14,Tumbes,Tumbes,Admixed
202203770011_R03C01,Tumbes15,Tumbes,Tumbes,Admixed
202203770011_R04C01,Tumbes16,Tumbes,Tumbes,Admixed
202203770029_R01C01,Tumbes17,Tumbes,Tumbes,Admixed
202203770029_R02C01,Tumbes18,Tumbes,Tumbes,Admixed
202203770029_R03C01,Tumbes19,Tumbes,Tumbes,Admixed
202203770033_R03C01,Tumbes2,Tumbes,Tumbes,Admixed
202203770029_R04C01,Tumbes20,Tumbes,Tumbes,Admixed
202203770029_R05C01,Tumbes21,Tumbes,Tumbes,Admixed
202203770029_R06C01,Tumbes22,Tumbes,Tumbes,Admixed
202203770029_R07C01,Tumbes23,Tumbes,Tumbes,Admixed
202203770029_R08C01,Tumbes24,Tumbes,Tumbes,Admixed
202114830064_R08C01,Tumbes26,Tumbes,Tumbes,Admixed
202114830084_R01C01,Tumbes27,Tumbes,Tumbes,Admixed
202114830084_R02C01,Tumbes28,Tumbes,Tumbes,Admixed
202114830084_R03C01,Tumbes29,Tumbes,Tumbes,Admixed
202203770033_R04C01,Tumbes3,Tumbes,Tumbes,Admixed
202114830084_R04C01,Tumbes30,Tumbes,Tumbes,Admixed
202114830084_R05C01,Tumbes31,Tumbes,Tumbes,Admixed
202114830084_R06C01,Tumbes32,Tumbes,Tumbes,Admixed
202114830084_R07C01,Tumbes33,Tumbes,Tumbes,Admixed
202114830084_R08C01,Tumbes34,Tumbes,Tumbes,Admixed
202203770033_R05C01,Tumbes4,Tumbes,Tumbes,Admixed
202203770033_R06C01,Tumbes5,Tumbes,Tumbes,Admixed
202203770033_R07C01,Tumbes6,Tumbes,Tumbes,Admixed
202203770033_R08C01,Tumbes7,Tumbes,Tumbes,Admixed
202203770030_R01C01,Tumbes8,Tumbes,Tumbes,Admixed
202203770030_R02C01,Tumbes9,Tumbes,Tumbes,Admixed
9761326015_R01C01,Uros1,Uros,Puno,Native American
9761326040_R02C01,Uros10,Uros,Puno,Native American
9761326040_R03C01,Uros11,Uros,Puno,Native American
9761326040_R04C01,Uros12,Uros,Puno,Native American
9761326040_R05C01,Uros13,Uros,Puno,Native American
9761326040_R06C01,Uros14,Uros,Puno,Native American
9761326040_R07C01,Uros15,Uros,Puno,Native American
9761326040_R08C01,Uros16,Uros,Puno,Native American
202158170011_R03C01,Uros17,Uros,Puno,Native American
9761326015_R02C01,Uros2,Uros,Puno,Native American
9761326015_R03C01,Uros3,Uros,Puno,Native American
9761326015_R04C01,Uros4,Uros,Puno,Native American
9761326015_R05C01,Uros5,Uros,Puno,Native American
9761326015_R06C01,Uros6,Uros,Puno,Native American
9761326015_R07C01,Uros7,Uros,Puno,Native American
9761326015_R08C01,Uros8,Uros,Puno,Native American
9761326040_R01C01,Uros9,Uros,Puno,Native American
